strategy,parent_id,parent_label,x_obs_source,n_good,n_bad,n_eff_good,n_eff_bad,n_eff_min,dor,ci_low,ci_high,ci_width
fscs_60,00000000000000000314,crop_loss,test_site,60,60,24.67714957975957,15.59616447732496,15.59616447732496,0.0775287048321846,0.04573868488761532,0.12820359560475628,0.08246491071714096
fscs_60,00000000000000000335,crop_loss,test_site,60,60,23.05835808768498,25.126413392401954,23.05835808768498,0.48274791778439063,0.42408136669516516,0.5365582359136173,0.11247686921845212
fscs_60,0000000000000000033a,crop_loss,test_site,60,60,14.325135610554849,23.349688784547517,14.325135610554849,0.4962460467949594,0.43756670926637253,0.5582610382624876,0.1206943289961151
fscs_60,000000000000000003b0,crop_loss,test_site,60,60,22.69950205286079,29.480021657906505,22.69950205286079,0.24346622848205024,0.19445798603452544,0.3189146060120671,0.12445661997754168
fscs_60,000000000000000003f1,crop_loss,test_site,60,60,25.731958731322703,23.151907384284996,23.151907384284996,0.44219223980590133,0.39543233717513776,0.4787644669690308,0.08333212979389304
fscs_60,000000000000000003f2,crop_loss,test_site,60,60,22.74748838659636,15.976036330179145,15.976036330179145,0.4609387585454778,0.4240492456189267,0.4986183769588659,0.0745691313399392
fscs_60,0000000000000000044b,crop_loss,test_site,60,60,21.909655682552046,7.530917986555346,7.530917986555346,0.5647465647992348,0.5301898278452407,0.58454943217887,0.0543596043336293
fscs_60,00000000000000000480,crop_loss,test_site,60,60,29.721803380278775,6.364532797446005,6.364532797446005,0.8158213943133076,0.6384628793000318,0.8732172273620935,0.23475434806206175
fscs_60,00000000000000000485,crop_loss,test_site,60,60,20.07560653085419,26.424863692661017,20.07560653085419,0.6925105063589729,0.6557747909904308,0.7150183174459364,0.05924352645550557
fscs_60,00000000000000000497,crop_loss,test_site,60,60,26.0899677607428,16.68509336270287,16.68509336270287,0.2048142446799703,0.1777908711812398,0.28435786692579956,0.10656699574455977
fscs_60,0000000000000000049b,crop_loss,test_site,60,60,30.07273139036376,19.190683936579692,19.190683936579692,0.36492451863248554,0.335429607402028,0.392678845161828,0.05724923775980001
fscs_60,000000000000000004a1,crop_loss,test_site,60,60,18.89564651698169,21.640822762856697,18.89564651698169,0.34812824174113455,0.31206370042146264,0.4015726824946503,0.08950898207318764
fscs_60,000000000000000004e7,crop_loss,test_site,60,60,27.385820071430793,15.92619368853878,15.92619368853878,0.5092604041134953,0.4772243868948332,0.5286792310508505,0.051454844156017254
fscs_60,000000000000000004e9,crop_loss,test_site,60,60,35.047025502269896,6.966250674504348,6.966250674504348,0.36219659124272274,0.3005949277615466,0.4658848479415089,0.1652899201799623
fscs_60,000000000000000004f9,crop_loss,test_site,60,60,21.561740546704673,22.12202101884785,21.561740546704673,0.4502976116020122,0.2954165337708794,0.5262711967298567,0.23085466295897727
fscs_60,00000000000000000517,crop_loss,test_site,60,60,25.62320263197702,13.902055777881204,13.902055777881204,0.27531756668216795,0.22366320718202864,0.40579506834652,0.18213186116449137
fscs_60,00000000000000000538,crop_loss,test_site,60,60,26.558952222978878,1.0253329377345135,1.0253329377345135,0.29248691463344234,0.2698907407585299,0.3207939339668244,0.05090319320829445
fscs_60,0000000000000000057e,crop_loss,test_site,60,60,23.549700568419414,2.3184566458108384,2.3184566458108384,0.545583867510705,0.519002381087389,0.5690004099636031,0.04999802887621407
